,Model,Year
1277,fio-esm_rcp85_LUCAS-BAU_Low-0002,2027.0
1278,fio-esm_rcp85_LUCAS-BAU_Low-0003,2027.0
1279,fio-esm_rcp85_LUCAS-BAU_Low-0004,2027.0
1280,fio-esm_rcp85_LUCAS-BAU_Low-0005,2027.0
1281,fio-esm_rcp85_LUCAS-BAU_Low-0006,2027.0
1282,fio-esm_rcp85_LUCAS-BAU_Low-0007,2027.0
1283,fio-esm_rcp85_LUCAS-BAU_Low-0008,2027.0
1284,fio-esm_rcp85_LUCAS-BAU_Low-0009,2027.0
1285,fio-esm_rcp85_LUCAS-BAU_Low-0010,2027.0
1286,fio-esm_rcp85_LUCAS-BAU_Med-0001,2027.0
1287,fio-esm_rcp85_LUCAS-BAU_Med-0002,2027.0
1288,fio-esm_rcp85_LUCAS-BAU_Med-0003,2027.0
1289,fio-esm_rcp85_LUCAS-BAU_Med-0004,2027.0
1290,fio-esm_rcp85_LUCAS-BAU_Med-0005,2027.0
1291,fio-esm_rcp85_LUCAS-BAU_Med-0006,2027.0
1292,fio-esm_rcp85_LUCAS-BAU_Med-0007,2027.0
1293,fio-esm_rcp85_LUCAS-BAU_Med-0008,2027.0
1294,fio-esm_rcp85_LUCAS-BAU_Med-0009,2027.0
1295,fio-esm_rcp85_LUCAS-BAU_Med-0010,2027.0
1296,gfdl-cm3_rcp26_FORE-SCE-A1B,
1297,gfdl-cm3_rcp26_FORE-SCE-A2,
1298,gfdl-cm3_rcp26_FORE-SCE-B1,
1299,gfdl-cm3_rcp26_GCAM-26,
1300,gfdl-cm3_rcp26_GCAM-45,
1301,gfdl-cm3_rcp26_GCAM-ref,
1302,gfdl-cm3_rcp26_LUCAS-BAU_High-0001,
1303,gfdl-cm3_rcp26_LUCAS-BAU_High-0002,
1304,gfdl-cm3_rcp26_LUCAS-BAU_High-0003,
1305,gfdl-cm3_rcp26_LUCAS-BAU_High-0004,
1306,gfdl-cm3_rcp26_LUCAS-BAU_High-0005,
1307,gfdl-cm3_rcp26_LUCAS-BAU_High-0006,
1308,gfdl-cm3_rcp26_LUCAS-BAU_High-0007,
1309,gfdl-cm3_rcp26_LUCAS-BAU_High-0008,
1310,gfdl-cm3_rcp26_LUCAS-BAU_High-0009,
1311,gfdl-cm3_rcp26_LUCAS-BAU_High-0010,
1312,gfdl-cm3_rcp26_LUCAS-BAU_Low-0001,
1313,gfdl-cm3_rcp26_LUCAS-BAU_Low-0002,
1314,gfdl-cm3_rcp26_LUCAS-BAU_Low-0003,
1315,gfdl-cm3_rcp26_LUCAS-BAU_Low-0004,
1316,gfdl-cm3_rcp26_LUCAS-BAU_Low-0005,
1317,gfdl-cm3_rcp26_LUCAS-BAU_Low-0006,
1318,gfdl-cm3_rcp26_LUCAS-BAU_Low-0007,
1319,gfdl-cm3_rcp26_LUCAS-BAU_Low-0008,
1320,gfdl-cm3_rcp26_LUCAS-BAU_Low-0009,
1321,gfdl-cm3_rcp26_LUCAS-BAU_Low-0010,
1322,gfdl-cm3_rcp26_LUCAS-BAU_Med-0001,
1323,gfdl-cm3_rcp26_LUCAS-BAU_Med-0002,
1324,gfdl-cm3_rcp26_LUCAS-BAU_Med-0003,
1325,gfdl-cm3_rcp26_LUCAS-BAU_Med-0004,
1326,gfdl-cm3_rcp26_LUCAS-BAU_Med-0005,
1327,gfdl-cm3_rcp26_LUCAS-BAU_Med-0006,
1328,gfdl-cm3_rcp26_LUCAS-BAU_Med-0007,
1329,gfdl-cm3_rcp26_LUCAS-BAU_Med-0008,
1330,gfdl-cm3_rcp26_LUCAS-BAU_Med-0009,
1331,gfdl-cm3_rcp26_LUCAS-BAU_Med-0010,
1332,gfdl-cm3_rcp45_FORE-SCE-A1B,
1333,gfdl-cm3_rcp45_FORE-SCE-A2,
1334,gfdl-cm3_rcp45_FORE-SCE-B1,
1335,gfdl-cm3_rcp45_GCAM-26,
1336,gfdl-cm3_rcp45_GCAM-45,
1337,gfdl-cm3_rcp45_GCAM-ref,
1338,gfdl-cm3_rcp45_LUCAS-BAU_High-0001,
1339,gfdl-cm3_rcp45_LUCAS-BAU_High-0002,
1340,gfdl-cm3_rcp45_LUCAS-BAU_High-0003,
1341,gfdl-cm3_rcp45_LUCAS-BAU_High-0004,
1342,gfdl-cm3_rcp45_LUCAS-BAU_High-0005,
1343,gfdl-cm3_rcp45_LUCAS-BAU_High-0006,
1344,gfdl-cm3_rcp45_LUCAS-BAU_High-0007,
1345,gfdl-cm3_rcp45_LUCAS-BAU_High-0008,
1346,gfdl-cm3_rcp45_LUCAS-BAU_High-0009,
1347,gfdl-cm3_rcp45_LUCAS-BAU_High-0010,
1348,gfdl-cm3_rcp45_LUCAS-BAU_Low-0001,
1349,gfdl-cm3_rcp45_LUCAS-BAU_Low-0002,
1350,gfdl-cm3_rcp45_LUCAS-BAU_Low-0003,
1351,gfdl-cm3_rcp45_LUCAS-BAU_Low-0004,
1352,gfdl-cm3_rcp45_LUCAS-BAU_Low-0005,
1353,gfdl-cm3_rcp45_LUCAS-BAU_Low-0006,
1354,gfdl-cm3_rcp45_LUCAS-BAU_Low-0007,
1355,gfdl-cm3_rcp45_LUCAS-BAU_Low-0008,
1356,gfdl-cm3_rcp45_LUCAS-BAU_Low-0009,
1357,gfdl-cm3_rcp45_LUCAS-BAU_Low-0010,
1358,gfdl-cm3_rcp45_LUCAS-BAU_Med-0001,
1359,gfdl-cm3_rcp45_LUCAS-BAU_Med-0002,
1360,gfdl-cm3_rcp45_LUCAS-BAU_Med-0003,
1361,gfdl-cm3_rcp45_LUCAS-BAU_Med-0004,
1362,gfdl-cm3_rcp45_LUCAS-BAU_Med-0005,
1363,gfdl-cm3_rcp45_LUCAS-BAU_Med-0006,
1364,gfdl-cm3_rcp45_LUCAS-BAU_Med-0007,
1365,gfdl-cm3_rcp45_LUCAS-BAU_Med-0008,
1366,gfdl-cm3_rcp45_LUCAS-BAU_Med-0009,
1367,gfdl-cm3_rcp45_LUCAS-BAU_Med-0010,
1368,gfdl-cm3_rcp60_FORE-SCE-A1B,
1369,gfdl-cm3_rcp60_FORE-SCE-A2,
1370,gfdl-cm3_rcp60_FORE-SCE-B1,
1371,gfdl-cm3_rcp60_GCAM-26,
1372,gfdl-cm3_rcp60_GCAM-45,
1373,gfdl-cm3_rcp60_GCAM-ref,
1374,gfdl-cm3_rcp60_LUCAS-BAU_High-0001,
1375,gfdl-cm3_rcp60_LUCAS-BAU_High-0002,
1376,gfdl-cm3_rcp60_LUCAS-BAU_High-0003,
1377,gfdl-cm3_rcp60_LUCAS-BAU_High-0004,
1378,gfdl-cm3_rcp60_LUCAS-BAU_High-0005,
1379,gfdl-cm3_rcp60_LUCAS-BAU_High-0006,
1380,gfdl-cm3_rcp60_LUCAS-BAU_High-0007,
1381,gfdl-cm3_rcp60_LUCAS-BAU_High-0008,
1382,gfdl-cm3_rcp60_LUCAS-BAU_High-0009,
1383,gfdl-cm3_rcp60_LUCAS-BAU_High-0010,
1384,gfdl-cm3_rcp60_LUCAS-BAU_Low-0001,
1385,gfdl-cm3_rcp60_LUCAS-BAU_Low-0002,
1386,gfdl-cm3_rcp60_LUCAS-BAU_Low-0003,
1387,gfdl-cm3_rcp60_LUCAS-BAU_Low-0004,
1388,gfdl-cm3_rcp60_LUCAS-BAU_Low-0005,
1389,gfdl-cm3_rcp60_LUCAS-BAU_Low-0006,
1390,gfdl-cm3_rcp60_LUCAS-BAU_Low-0007,
1391,gfdl-cm3_rcp60_LUCAS-BAU_Low-0008,
1392,gfdl-cm3_rcp60_LUCAS-BAU_Low-0009,
1393,gfdl-cm3_rcp60_LUCAS-BAU_Low-0010,
1394,gfdl-cm3_rcp60_LUCAS-BAU_Med-0001,
1395,gfdl-cm3_rcp60_LUCAS-BAU_Med-0002,
1396,gfdl-cm3_rcp60_LUCAS-BAU_Med-0003,
1397,gfdl-cm3_rcp60_LUCAS-BAU_Med-0004,
1398,gfdl-cm3_rcp60_LUCAS-BAU_Med-0005,
1399,gfdl-cm3_rcp60_LUCAS-BAU_Med-0006,
1400,gfdl-cm3_rcp60_LUCAS-BAU_Med-0007,
1401,gfdl-cm3_rcp60_LUCAS-BAU_Med-0008,
1402,gfdl-cm3_rcp60_LUCAS-BAU_Med-0009,
1403,gfdl-cm3_rcp60_LUCAS-BAU_Med-0010,
1404,gfdl-cm3_rcp85_FORE-SCE-A1B,2086.0
1405,gfdl-cm3_rcp85_FORE-SCE-A2,2084.0
1406,gfdl-cm3_rcp85_FORE-SCE-B1,2084.0
1407,gfdl-cm3_rcp85_GCAM-26,
1408,gfdl-cm3_rcp85_GCAM-45,
1409,gfdl-cm3_rcp85_GCAM-ref,2086.0
1410,gfdl-cm3_rcp85_LUCAS-BAU_High-0001,2084.0
1411,gfdl-cm3_rcp85_LUCAS-BAU_High-0002,2084.0
1412,gfdl-cm3_rcp85_LUCAS-BAU_High-0003,2084.0
1413,gfdl-cm3_rcp85_LUCAS-BAU_High-0004,2084.0
1414,gfdl-cm3_rcp85_LUCAS-BAU_High-0005,2084.0
1415,gfdl-cm3_rcp85_LUCAS-BAU_High-0006,2084.0
1416,gfdl-cm3_rcp85_LUCAS-BAU_High-0007,2084.0
1417,gfdl-cm3_rcp85_LUCAS-BAU_High-0008,2084.0
1418,gfdl-cm3_rcp85_LUCAS-BAU_High-0009,2084.0
1419,gfdl-cm3_rcp85_LUCAS-BAU_High-0010,2084.0
1420,gfdl-cm3_rcp85_LUCAS-BAU_Low-0001,2084.0
1421,gfdl-cm3_rcp85_LUCAS-BAU_Low-0002,2084.0
1422,gfdl-cm3_rcp85_LUCAS-BAU_Low-0003,2084.0
1423,gfdl-cm3_rcp85_LUCAS-BAU_Low-0004,2084.0
1424,gfdl-cm3_rcp85_LUCAS-BAU_Low-0005,2084.0
1425,gfdl-cm3_rcp85_LUCAS-BAU_Low-0006,2084.0
1426,gfdl-cm3_rcp85_LUCAS-BAU_Low-0007,2084.0
1427,gfdl-cm3_rcp85_LUCAS-BAU_Low-0008,2084.0
1428,gfdl-cm3_rcp85_LUCAS-BAU_Low-0009,2084.0
1429,gfdl-cm3_rcp85_LUCAS-BAU_Low-0010,2084.0
1430,gfdl-cm3_rcp85_LUCAS-BAU_Med-0001,2084.0
1431,gfdl-cm3_rcp85_LUCAS-BAU_Med-0002,2084.0
1432,gfdl-cm3_rcp85_LUCAS-BAU_Med-0003,2084.0
1433,gfdl-cm3_rcp85_LUCAS-BAU_Med-0004,2084.0
1434,gfdl-cm3_rcp85_LUCAS-BAU_Med-0005,2084.0
1435,gfdl-cm3_rcp85_LUCAS-BAU_Med-0006,2084.0
1436,gfdl-cm3_rcp85_LUCAS-BAU_Med-0007,2084.0
1437,gfdl-cm3_rcp85_LUCAS-BAU_Med-0008,2084.0
1438,gfdl-cm3_rcp85_LUCAS-BAU_Med-0009,2084.0
1439,gfdl-cm3_rcp85_LUCAS-BAU_Med-0010,2084.0
1440,gfdl-esm2g_rcp26_FORE-SCE-A1B,
1441,gfdl-esm2g_rcp26_FORE-SCE-A2,
1442,gfdl-esm2g_rcp26_FORE-SCE-B1,
1443,gfdl-esm2g_rcp26_GCAM-26,
1444,gfdl-esm2g_rcp26_GCAM-45,
1445,gfdl-esm2g_rcp26_GCAM-ref,
1446,gfdl-esm2g_rcp26_LUCAS-BAU_High-0001,
1447,gfdl-esm2g_rcp26_LUCAS-BAU_High-0002,
1448,gfdl-esm2g_rcp26_LUCAS-BAU_High-0003,
1449,gfdl-esm2g_rcp26_LUCAS-BAU_High-0004,
1450,gfdl-esm2g_rcp26_LUCAS-BAU_High-0005,
1451,gfdl-esm2g_rcp26_LUCAS-BAU_High-0006,
1452,gfdl-esm2g_rcp26_LUCAS-BAU_High-0007,
1453,gfdl-esm2g_rcp26_LUCAS-BAU_High-0008,
1454,gfdl-esm2g_rcp26_LUCAS-BAU_High-0009,
1455,gfdl-esm2g_rcp26_LUCAS-BAU_High-0010,
1456,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0001,
1457,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0002,
1458,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0003,
1459,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0004,
1460,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0005,
1461,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0006,
1462,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0007,
1463,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0008,
1464,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0009,
1465,gfdl-esm2g_rcp26_LUCAS-BAU_Low-0010,
1466,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0001,
1467,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0002,
1468,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0003,
1469,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0004,
1470,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0005,
1471,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0006,
1472,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0007,
1473,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0008,
1474,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0009,
1475,gfdl-esm2g_rcp26_LUCAS-BAU_Med-0010,
1476,gfdl-esm2g_rcp45_FORE-SCE-A1B,
1477,gfdl-esm2g_rcp45_FORE-SCE-A2,
1478,gfdl-esm2g_rcp45_FORE-SCE-B1,
1479,gfdl-esm2g_rcp45_GCAM-26,
1480,gfdl-esm2g_rcp45_GCAM-45,
1481,gfdl-esm2g_rcp45_GCAM-ref,
1482,gfdl-esm2g_rcp45_LUCAS-BAU_High-0001,
1483,gfdl-esm2g_rcp45_LUCAS-BAU_High-0002,
1484,gfdl-esm2g_rcp45_LUCAS-BAU_High-0003,
1485,gfdl-esm2g_rcp45_LUCAS-BAU_High-0004,
1486,gfdl-esm2g_rcp45_LUCAS-BAU_High-0005,
1487,gfdl-esm2g_rcp45_LUCAS-BAU_High-0006,
1488,gfdl-esm2g_rcp45_LUCAS-BAU_High-0007,
1489,gfdl-esm2g_rcp45_LUCAS-BAU_High-0008,
1490,gfdl-esm2g_rcp45_LUCAS-BAU_High-0009,
1491,gfdl-esm2g_rcp45_LUCAS-BAU_High-0010,
1492,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0001,
1493,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0002,
1494,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0003,
1495,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0004,
1496,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0005,
1497,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0006,
1498,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0007,
1499,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0008,
1500,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0009,
1501,gfdl-esm2g_rcp45_LUCAS-BAU_Low-0010,
1502,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0001,
1503,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0002,
1504,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0003,
1505,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0004,
1506,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0005,
1507,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0006,
1508,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0007,
1509,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0008,
1510,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0009,
1511,gfdl-esm2g_rcp45_LUCAS-BAU_Med-0010,
1512,gfdl-esm2g_rcp60_FORE-SCE-A1B,
1513,gfdl-esm2g_rcp60_FORE-SCE-A2,
1514,gfdl-esm2g_rcp60_FORE-SCE-B1,
1515,gfdl-esm2g_rcp60_GCAM-26,
1516,gfdl-esm2g_rcp60_GCAM-45,
1517,gfdl-esm2g_rcp60_GCAM-ref,
1518,gfdl-esm2g_rcp60_LUCAS-BAU_High-0001,
1519,gfdl-esm2g_rcp60_LUCAS-BAU_High-0002,
1520,gfdl-esm2g_rcp60_LUCAS-BAU_High-0003,
1521,gfdl-esm2g_rcp60_LUCAS-BAU_High-0004,
1522,gfdl-esm2g_rcp60_LUCAS-BAU_High-0005,
1523,gfdl-esm2g_rcp60_LUCAS-BAU_High-0006,
1524,gfdl-esm2g_rcp60_LUCAS-BAU_High-0007,
1525,gfdl-esm2g_rcp60_LUCAS-BAU_High-0008,
1526,gfdl-esm2g_rcp60_LUCAS-BAU_High-0009,
1527,gfdl-esm2g_rcp60_LUCAS-BAU_High-0010,
1528,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0001,
1529,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0002,
1530,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0003,
1531,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0004,
1532,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0005,
1533,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0006,
1534,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0007,
1535,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0008,
1536,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0009,
1537,gfdl-esm2g_rcp60_LUCAS-BAU_Low-0010,
1538,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0001,
1539,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0002,
1540,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0003,
1541,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0004,
1542,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0005,
1543,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0006,
1544,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0007,
1545,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0008,
1546,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0009,
1547,gfdl-esm2g_rcp60_LUCAS-BAU_Med-0010,
1548,gfdl-esm2g_rcp85_FORE-SCE-A1B,2042.0
1549,gfdl-esm2g_rcp85_FORE-SCE-A2,2042.0
1550,gfdl-esm2g_rcp85_FORE-SCE-B1,2040.0
1551,gfdl-esm2g_rcp85_GCAM-26,2042.0
1552,gfdl-esm2g_rcp85_GCAM-45,2042.0
1553,gfdl-esm2g_rcp85_GCAM-ref,2042.0
1554,gfdl-esm2g_rcp85_LUCAS-BAU_High-0001,2040.0
1555,gfdl-esm2g_rcp85_LUCAS-BAU_High-0002,2040.0
1556,gfdl-esm2g_rcp85_LUCAS-BAU_High-0003,2042.0
1557,gfdl-esm2g_rcp85_LUCAS-BAU_High-0004,2040.0
1558,gfdl-esm2g_rcp85_LUCAS-BAU_High-0005,2040.0
1559,gfdl-esm2g_rcp85_LUCAS-BAU_High-0006,2040.0
1560,gfdl-esm2g_rcp85_LUCAS-BAU_High-0007,2042.0
1561,gfdl-esm2g_rcp85_LUCAS-BAU_High-0008,2040.0
1562,gfdl-esm2g_rcp85_LUCAS-BAU_High-0009,2040.0
1563,gfdl-esm2g_rcp85_LUCAS-BAU_High-0010,2040.0
1564,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0001,2040.0
1565,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0002,2040.0
1566,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0003,2040.0
1567,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0004,2040.0
1568,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0005,2040.0
1569,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0006,2040.0
1570,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0007,2040.0
1571,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0008,2040.0
1572,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0009,2040.0
1573,gfdl-esm2g_rcp85_LUCAS-BAU_Low-0010,2040.0
1574,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0001,2040.0
1575,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0002,2040.0
1576,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0003,2040.0
1577,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0004,2040.0
1578,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0005,2040.0
1579,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0006,2040.0
1580,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0007,2040.0
1581,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0008,2042.0
1582,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0009,2040.0
1583,gfdl-esm2g_rcp85_LUCAS-BAU_Med-0010,2040.0
1584,gfdl-esm2m_rcp26_FORE-SCE-A1B,
1585,gfdl-esm2m_rcp26_FORE-SCE-A2,
1586,gfdl-esm2m_rcp26_FORE-SCE-B1,
1587,gfdl-esm2m_rcp26_GCAM-26,
1588,gfdl-esm2m_rcp26_GCAM-45,
1589,gfdl-esm2m_rcp26_GCAM-ref,
1590,gfdl-esm2m_rcp26_LUCAS-BAU_High-0001,
1591,gfdl-esm2m_rcp26_LUCAS-BAU_High-0002,
1592,gfdl-esm2m_rcp26_LUCAS-BAU_High-0003,
1593,gfdl-esm2m_rcp26_LUCAS-BAU_High-0004,
1594,gfdl-esm2m_rcp26_LUCAS-BAU_High-0005,
1595,gfdl-esm2m_rcp26_LUCAS-BAU_High-0006,
1596,gfdl-esm2m_rcp26_LUCAS-BAU_High-0007,
1597,gfdl-esm2m_rcp26_LUCAS-BAU_High-0008,
1598,gfdl-esm2m_rcp26_LUCAS-BAU_High-0009,
1599,gfdl-esm2m_rcp26_LUCAS-BAU_High-0010,
1600,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0001,
1601,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0002,
1602,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0003,
1603,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0004,
1604,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0005,
1605,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0006,
1606,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0007,
1607,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0008,
1608,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0009,
1609,gfdl-esm2m_rcp26_LUCAS-BAU_Low-0010,
1610,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0001,
1611,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0002,
1612,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0003,
1613,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0004,
1614,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0005,
1615,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0006,
1616,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0007,
1617,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0008,
1618,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0009,
1619,gfdl-esm2m_rcp26_LUCAS-BAU_Med-0010,
1620,gfdl-esm2m_rcp45_FORE-SCE-A1B,
1621,gfdl-esm2m_rcp45_FORE-SCE-A2,
1622,gfdl-esm2m_rcp45_FORE-SCE-B1,
1623,gfdl-esm2m_rcp45_GCAM-26,
1624,gfdl-esm2m_rcp45_GCAM-45,
1625,gfdl-esm2m_rcp45_GCAM-ref,
1626,gfdl-esm2m_rcp45_LUCAS-BAU_High-0001,
1627,gfdl-esm2m_rcp45_LUCAS-BAU_High-0002,
1628,gfdl-esm2m_rcp45_LUCAS-BAU_High-0003,
1629,gfdl-esm2m_rcp45_LUCAS-BAU_High-0004,
1630,gfdl-esm2m_rcp45_LUCAS-BAU_High-0005,
1631,gfdl-esm2m_rcp45_LUCAS-BAU_High-0006,
1632,gfdl-esm2m_rcp45_LUCAS-BAU_High-0007,
1633,gfdl-esm2m_rcp45_LUCAS-BAU_High-0008,
1634,gfdl-esm2m_rcp45_LUCAS-BAU_High-0009,
1635,gfdl-esm2m_rcp45_LUCAS-BAU_High-0010,
1636,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0001,
1637,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0002,
1638,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0003,
1639,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0004,
1640,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0005,
1641,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0006,
1642,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0007,
1643,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0008,
1644,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0009,
1645,gfdl-esm2m_rcp45_LUCAS-BAU_Low-0010,
1646,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0001,
1647,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0002,
1648,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0003,
1649,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0004,
1650,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0005,
1651,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0006,
1652,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0007,
1653,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0008,
1654,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0009,
1655,gfdl-esm2m_rcp45_LUCAS-BAU_Med-0010,
1656,gfdl-esm2m_rcp60_FORE-SCE-A1B,
1657,gfdl-esm2m_rcp60_FORE-SCE-A2,
1658,gfdl-esm2m_rcp60_FORE-SCE-B1,
1659,gfdl-esm2m_rcp60_GCAM-26,
1660,gfdl-esm2m_rcp60_GCAM-45,
1661,gfdl-esm2m_rcp60_GCAM-ref,
1662,gfdl-esm2m_rcp60_LUCAS-BAU_High-0001,
1663,gfdl-esm2m_rcp60_LUCAS-BAU_High-0002,
1664,gfdl-esm2m_rcp60_LUCAS-BAU_High-0003,
1665,gfdl-esm2m_rcp60_LUCAS-BAU_High-0004,
1666,gfdl-esm2m_rcp60_LUCAS-BAU_High-0005,
1667,gfdl-esm2m_rcp60_LUCAS-BAU_High-0006,
1668,gfdl-esm2m_rcp60_LUCAS-BAU_High-0007,
1669,gfdl-esm2m_rcp60_LUCAS-BAU_High-0008,
1670,gfdl-esm2m_rcp60_LUCAS-BAU_High-0009,
1671,gfdl-esm2m_rcp60_LUCAS-BAU_High-0010,
1672,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0001,
1673,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0002,
1674,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0003,
1675,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0004,
1676,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0005,
1677,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0006,
1678,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0007,
1679,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0008,
1680,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0009,
1681,gfdl-esm2m_rcp60_LUCAS-BAU_Low-0010,
1682,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0001,
1683,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0002,
1684,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0003,
1685,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0004,
1686,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0005,
1687,gfdl-esm2m_rcp60_LUCAS-BAU_Med-0006,
